task,trial,score,n_pages,n_matched_avg,bm_position,bm_text,bm_color,bm_font,bm_border,bm_size,bm_recall,tree_bleu,visual_ssim
docs_mono-001,docs_mono-001__gt3g3ay,0.7577906834862854,6.0,179.16666666666666,0.7941076817419761,0.9896347459590253,0.815473552920506,0.9342969113782641,0.9373880305005683,0.7898132049480074,0.8871612302560851,0.47561560767296945,0.5376102622055293
docs_mono-001,docs_mono-001__mSdSCSX,0.7373344626018447,6.0,184.33333333333334,0.8004557548073614,0.9916792713055377,0.8426832276351462,0.9731939002009821,0.9350520545309481,0.7732689583742617,0.9115740512012526,0.315616541245094,0.5467953407041207
docs_mono-001,docs_mono-001__rwCzZZ5,0.7395631858755872,6.0,182.83333333333334,0.6198735430948966,0.9937467062075168,0.6887219635088427,0.9803780382205532,0.944487242280115,0.8290343528228431,0.9018700057446086,0.5686810241683131,0.5326210027894782
docs_mono-001,docs_mono-001__sveChek,0.7580522434650373,6.0,189.0,0.7858961623836578,0.9946045232416362,0.8134568891124299,0.9366864733003556,0.9007579846515797,0.787351366887465,0.9052205275867048,0.4767855034163982,0.5473556506752255
docs_mono-001,docs_mono-001__uf3UTJw,0.7804774188815533,6.0,184.5,0.755853154250078,0.9887779650382803,0.8166752453416363,0.9768492207618847,0.8996551338439686,0.7781730059438868,0.8844203752861994,0.5965736027515479,0.5638727529445723
docs_mono-001,docs_mono-001__xQy9WpN,0.5665997480520176,6.0,72.16666666666667,0.3227827464696909,0.8545668895176605,0.6351627960533291,0.9647269416192588,0.9416156386426904,0.6466333115482199,0.3011754362600085,0.431505515459973,0.45147439332331746
government__dark_native_clean-001,government__dark_native_clean-00__AB3LvBj,0.7803952663408663,7.0,184.71428571428572,0.7494220677838437,0.980318745664597,0.8633385726813625,0.9410198297496261,0.9559148483662767,0.7889266637335729,0.9727770640140477,0.5507697227026019,0.5167358618274539
government__dark_native_clean-001,government__dark_native_clean-00__AwAMSXY,0.5980299243182755,7.0,86.42857142857143,0.3403341571251497,0.8648199469402618,0.7982535719577125,0.7493581178565619,0.9642124934945256,0.7219332624670917,0.5460886643638581,0.41259098717795695,0.44389606806105725
government__dark_native_clean-001,government__dark_native_clean-00__EFooex3,0.6182751655101061,7.0,84.42857142857143,0.36499398921572423,0.8536084934065634,0.8462149795010742,0.7538057076994056,0.9748946877780911,0.7185140233758072,0.5434170939571115,0.459429723485174,0.44954310441548556
government__dark_native_clean-001,government__dark_native_clean-00__KNDEZmJ,0.7253650491381538,7.0,160.14285714285714,0.6475662333792985,0.9758789892474234,0.9065870744992127,0.8269249421677097,0.9742597217331929,0.7834846009946113,0.882044513877883,0.4282218873656238,0.5022561481756059
